id,decision,reason,layer,expert,layer_type,total_count,active_traces,zero_traces,max_share,best_rank,personal_classification,personal_total_count,in_trim_plan
L28.E027,protect,personal-agent analysis marks this expert protected,28,27,sliding_attention,14243,55,0,0.01654052734375,19,always_hot_protect,11582,False
L09.E046,protect,expert appears in top-rank hot runs,9,46,sliding_attention,14251,55,0,0.0421142578125,4,ordinary,4905,False
L03.E011,keep,observed enough usage to keep for now,3,11,sliding_attention,14265,55,0,0.012939453125,19,ordinary,10212,False
L17.E011,protect,personal-agent analysis marks this expert protected,17,11,full_attention,14271,55,0,0.01556396484375,20,always_hot_protect,12248,False
L25.E036,keep,observed enough usage to keep for now,25,36,sliding_attention,14324,55,0,0.02215576171875,11,ordinary,4570,False
L27.E015,protect,personal-agent analysis marks this expert protected,27,15,sliding_attention,14350,55,0,0.0169677734375,18,always_hot_protect,12528,False
L23.E003,keep,observed enough usage to keep for now,23,3,full_attention,14367,55,0,0.0213623046875,15,ordinary,8179,False
L18.E106,protect,personal-agent analysis marks this expert protected,18,106,sliding_attention,14379,55,0,0.01953125,15,always_hot_protect,13771,False
L07.E016,keep,observed enough usage to keep for now,7,16,sliding_attention,14387,55,0,0.019317626953125,14,ordinary,8756,False
L21.E086,keep,observed enough usage to keep for now,21,86,sliding_attention,14406,55,0,0.02392578125,13,ordinary,8395,False
L28.E047,protect,personal-agent analysis marks this expert protected,28,47,sliding_attention,14407,55,0,0.027679443359375,9,always_hot_protect,11712,False
L17.E085,protect,personal-agent analysis marks this expert protected,17,85,full_attention,14408,55,0,0.01885986328125,15,always_hot_protect,13638,False
L26.E009,protect,personal-agent analysis marks this expert protected,26,9,sliding_attention,14409,55,0,0.013885498046875,17,always_hot_protect,10231,False
L24.E033,keep,observed enough usage to keep for now,24,33,sliding_attention,14445,55,0,0.02020263671875,13,ordinary,8782,False
L01.E022,protect,personal-agent analysis marks this expert protected,1,22,sliding_attention,14507,55,0,0.0145263671875,26,always_hot_protect,11125,False
L01.E116,keep,observed enough usage to keep for now,1,116,sliding_attention,14516,55,0,0.01715087890625,15,ordinary,7360,False
L10.E045,keep,observed enough usage to keep for now,10,45,sliding_attention,14526,55,0,0.02386474609375,14,ordinary,5049,False
L29.E028,protect,expert appears in top-rank hot runs,29,28,full_attention,14526,55,0,0.03192138671875,8,ordinary,6648,False
L17.E009,keep,observed enough usage to keep for now,17,9,full_attention,14530,55,0,0.028076171875,9,ordinary,9284,False
L20.E041,keep,observed enough usage to keep for now,20,41,sliding_attention,14541,55,0,0.02325439453125,13,ordinary,6630,False
L01.E103,keep,observed enough usage to keep for now,1,103,sliding_attention,14557,55,0,0.012359619140625,28,ordinary,9898,False
L11.E035,protect,personal-agent analysis marks this expert protected,11,35,full_attention,14557,55,0,0.04156494140625,7,always_hot_protect,10320,False
L29.E071,protect,personal-agent analysis marks this expert protected,29,71,full_attention,14567,55,0,0.015655517578125,18,always_hot_protect,11390,False
L08.E099,keep,observed enough usage to keep for now,8,99,sliding_attention,14577,55,0,0.02777099609375,11,ordinary,5613,False
L14.E103,keep,observed enough usage to keep for now,14,103,sliding_attention,14599,55,0,0.02105712890625,17,ordinary,9509,False
L19.E115,protect,personal-agent analysis marks this expert protected,19,115,sliding_attention,14610,55,0,0.01458740234375,19,always_hot_protect,11038,False
L07.E123,keep,observed enough usage to keep for now,7,123,sliding_attention,14610,55,0,0.019775390625,15,ordinary,8252,False
L15.E056,protect,expert appears in top-rank hot runs,15,56,sliding_attention,14625,55,0,0.04345703125,3,ordinary,2817,False
L02.E041,keep,observed enough usage to keep for now,2,41,sliding_attention,14648,55,0,0.01995849609375,11,ordinary,9740,False
L01.E123,keep,observed enough usage to keep for now,1,123,sliding_attention,14682,55,0,0.019775390625,13,ordinary,8230,False
L05.E077,protect,expert appears in top-rank hot runs,5,77,full_attention,14688,55,0,0.0703125,2,ordinary,2201,False
L29.E019,keep,observed enough usage to keep for now,29,19,full_attention,14697,55,0,0.0245361328125,11,ordinary,9527,False
L13.E036,protect,personal-agent analysis marks this expert protected,13,36,sliding_attention,14712,55,0,0.01983642578125,16,always_hot_protect,13577,False
L26.E127,protect,expert appears in top-rank hot runs,26,127,sliding_attention,14712,55,0,0.0277099609375,8,ordinary,9892,False
L15.E090,protect,personal-agent analysis marks this expert protected,15,90,sliding_attention,14721,55,0,0.014617919921875,21,always_hot_protect,11115,False
L27.E110,keep,observed enough usage to keep for now,27,110,sliding_attention,14745,55,0,0.02313232421875,9,ordinary,7749,False
L15.E076,keep,observed enough usage to keep for now,15,76,sliding_attention,14749,55,0,0.0240478515625,14,ordinary,5325,False
L24.E100,protect,personal-agent analysis marks this expert protected,24,100,sliding_attention,14753,55,0,0.020111083984375,11,always_hot_protect,13149,False
L09.E069,keep,observed enough usage to keep for now,9,69,sliding_attention,14777,55,0,0.0198974609375,13,ordinary,5891,False
L13.E054,protect,personal-agent analysis marks this expert protected,13,54,sliding_attention,14794,55,0,0.020477294921875,16,always_hot_protect,10726,False
L23.E118,protect,expert appears in top-rank hot runs,23,118,full_attention,14801,55,0,0.02874755859375,7,ordinary,3865,False
L08.E047,protect,expert appears in top-rank hot runs,8,47,sliding_attention,14820,55,0,0.028564453125,7,ordinary,8960,False
L03.E096,protect,personal-agent analysis marks this expert protected,3,96,sliding_attention,14826,55,0,0.034423828125,8,always_hot_protect,10924,False
L18.E055,protect,expert appears in top-rank hot runs,18,55,sliding_attention,14837,55,0,0.03466796875,6,ordinary,10150,False
L05.E033,protect,expert appears in top-rank hot runs,5,33,full_attention,14848,55,0,0.03778076171875,6,ordinary,9921,False
L19.E014,protect,personal-agent analysis marks this expert protected,19,14,sliding_attention,14864,55,0,0.01837158203125,18,always_hot_protect,10623,False
L15.E065,keep,observed enough usage to keep for now,15,65,sliding_attention,14865,55,0,0.03057861328125,9,ordinary,4696,False
L08.E005,keep,observed enough usage to keep for now,8,5,sliding_attention,14867,55,0,0.014007568359375,22,ordinary,9578,False
L21.E013,protect,expert appears in top-rank hot runs,21,13,sliding_attention,14924,55,0,0.0361328125,5,ordinary,7045,False
L18.E076,protect,expert appears in top-rank hot runs,18,76,sliding_attention,14944,55,0,0.03460693359375,6,ordinary,7260,False
L09.E031,keep,observed enough usage to keep for now,9,31,sliding_attention,14945,55,0,0.0169677734375,18,ordinary,9301,False
L22.E094,protect,personal-agent analysis marks this expert protected,22,94,sliding_attention,14945,55,0,0.0421142578125,4,always_hot_protect,12179,False
L08.E034,protect,personal-agent analysis marks this expert protected,8,34,sliding_attention,14948,55,0,0.02044677734375,14,always_hot_protect,10237,False
L01.E105,keep,observed enough usage to keep for now,1,105,sliding_attention,14949,55,0,0.01934814453125,11,ordinary,8448,False
L02.E060,keep,observed enough usage to keep for now,2,60,sliding_attention,14951,55,0,0.016082763671875,19,ordinary,9370,False
L08.E068,keep,observed enough usage to keep for now,8,68,sliding_attention,14952,55,0,0.02606201171875,11,ordinary,6556,False
L01.E039,protect,expert appears in top-rank hot runs,1,39,sliding_attention,14963,55,0,0.02215576171875,8,ordinary,8260,False
L23.E027,protect,expert appears in top-rank hot runs,23,27,full_attention,14998,55,0,0.03546142578125,4,ordinary,4465,False
L07.E021,keep,observed enough usage to keep for now,7,21,sliding_attention,15001,55,0,0.01708984375,18,ordinary,7307,False
L11.E098,protect,personal-agent analysis marks this expert protected,11,98,full_attention,15030,55,0,0.013702392578125,22,always_hot_protect,10806,False
L21.E045,protect,expert appears in top-rank hot runs,21,45,sliding_attention,15039,55,0,0.03369140625,4,ordinary,3197,False
L29.E090,protect,personal-agent analysis marks this expert protected,29,90,full_attention,15085,55,0,0.018798828125,16,always_hot_protect,11168,False
L20.E048,protect,personal-agent analysis marks this expert protected,20,48,sliding_attention,15088,55,0,0.024169921875,10,always_hot_protect,10795,False
L00.E055,keep,observed enough usage to keep for now,0,55,sliding_attention,15104,55,0,0.01568603515625,19,ordinary,9140,False
L26.E007,keep,observed enough usage to keep for now,26,7,sliding_attention,15120,55,0,0.01812744140625,15,ordinary,7280,False
L27.E040,protect,personal-agent analysis marks this expert protected,27,40,sliding_attention,15148,55,0,0.01434326171875,21,always_hot_protect,10688,False
L09.E108,protect,personal-agent analysis marks this expert protected,9,108,sliding_attention,15152,55,0,0.0166015625,20,always_hot_protect,10905,False
L20.E111,protect,personal-agent analysis marks this expert protected,20,111,sliding_attention,15153,55,0,0.0252685546875,9,always_hot_protect,14251,False
L09.E065,protect,expert appears in top-rank hot runs,9,65,sliding_attention,15192,52,3,0.04827880859375,2,ordinary,9986,False
L15.E122,protect,personal-agent analysis marks this expert protected,15,122,sliding_attention,15196,55,0,0.01629638671875,19,always_hot_protect,12757,False
L01.E083,keep,observed enough usage to keep for now,1,83,sliding_attention,15200,55,0,0.01959228515625,10,ordinary,8824,False
L26.E122,protect,personal-agent analysis marks this expert protected,26,122,sliding_attention,15207,53,2,0.03350830078125,9,always_hot_protect,10911,False
L19.E042,keep,observed enough usage to keep for now,19,42,sliding_attention,15213,55,0,0.02752685546875,9,ordinary,8584,False
L21.E079,protect,expert appears in top-rank hot runs,21,79,sliding_attention,15234,55,0,0.0323486328125,5,ordinary,4379,False
L20.E097,protect,expert appears in top-rank hot runs,20,97,sliding_attention,15256,55,0,0.0408935546875,4,ordinary,746,False
L06.E113,protect,personal-agent analysis marks this expert protected,6,113,sliding_attention,15269,52,3,0.03759765625,9,always_hot_protect,10599,False
L25.E005,protect,expert appears in top-rank hot runs,25,5,sliding_attention,15283,55,0,0.02593994140625,8,ordinary,7810,False
L27.E028,protect,personal-agent analysis marks this expert protected,27,28,sliding_attention,15288,55,0,0.0147705078125,20,always_hot_protect,11334,False
L24.E087,protect,expert appears in top-rank hot runs,24,87,sliding_attention,15300,55,0,0.026763916015625,8,ordinary,8389,False
L10.E036,protect,personal-agent analysis marks this expert protected,10,36,sliding_attention,15323,55,0,0.03387451171875,11,always_hot_protect,11220,False
L26.E014,protect,expert appears in top-rank hot runs,26,14,sliding_attention,15339,55,0,0.03094482421875,4,ordinary,3416,False
L00.E006,keep,observed enough usage to keep for now,0,6,sliding_attention,15349,55,0,0.02020263671875,16,ordinary,9158,False
L20.E011,protect,expert appears in top-rank hot runs,20,11,sliding_attention,15353,55,0,0.0364990234375,6,ordinary,3444,False
L15.E061,protect,personal-agent analysis marks this expert protected,15,61,sliding_attention,15358,55,0,0.0205078125,14,always_hot_protect,10532,False
L09.E097,keep,observed enough usage to keep for now,9,97,sliding_attention,15362,55,0,0.02581787109375,13,ordinary,10046,False
L19.E063,protect,expert appears in top-rank hot runs,19,63,sliding_attention,15371,55,0,0.0306396484375,8,ordinary,4761,False
L28.E087,protect,personal-agent analysis marks this expert protected,28,87,sliding_attention,15381,55,0,0.018157958984375,17,always_hot_protect,12516,False
L26.E036,protect,expert appears in top-rank hot runs,26,36,sliding_attention,15385,55,0,0.03228759765625,7,ordinary,6209,False
L09.E050,protect,personal-agent analysis marks this expert protected,9,50,sliding_attention,15396,55,0,0.0147705078125,20,always_hot_protect,11727,False
L13.E113,protect,personal-agent analysis marks this expert protected,13,113,sliding_attention,15423,55,0,0.014312744140625,21,always_hot_protect,11323,False
L05.E028,keep,observed enough usage to keep for now,5,28,full_attention,15428,55,0,0.01727294921875,18,ordinary,8453,False
L29.E035,protect,expert appears in top-rank hot runs,29,35,full_attention,15432,55,0,0.03668212890625,4,ordinary,1870,False
L12.E118,protect,personal-agent analysis marks this expert protected,12,118,sliding_attention,15441,55,0,0.017242431640625,17,always_hot_protect,12902,False
L18.E109,protect,expert appears in top-rank hot runs,18,109,sliding_attention,15518,55,0,0.0321044921875,4,ordinary,5782,False
L01.E090,protect,expert appears in top-rank hot runs,1,90,sliding_attention,15551,55,0,0.02288818359375,6,ordinary,6914,False
L10.E000,keep,observed enough usage to keep for now,10,0,sliding_attention,15560,55,0,0.0321044921875,10,ordinary,7503,False
L02.E039,protect,expert appears in top-rank hot runs,2,39,sliding_attention,15564,54,1,0.04107666015625,1,ordinary,8471,False
L06.E077,protect,expert appears in top-rank hot runs,6,77,sliding_attention,15568,55,0,0.02972412109375,7,ordinary,9467,False
L01.E035,protect,expert appears in top-rank hot runs,1,35,sliding_attention,15582,55,0,0.0245361328125,5,ordinary,7155,False
L05.E014,keep,observed enough usage to keep for now,5,14,full_attention,15606,55,0,0.018035888671875,17,ordinary,8371,False
L17.E095,protect,expert appears in top-rank hot runs,17,95,full_attention,15725,55,0,0.05316162109375,2,ordinary,9375,False
L06.E109,protect,expert appears in top-rank hot runs,6,109,sliding_attention,15736,55,0,0.06646728515625,3,ordinary,5081,False
L07.E045,keep,observed enough usage to keep for now,7,45,sliding_attention,15755,55,0,0.0244140625,12,ordinary,9982,False
L22.E073,protect,expert appears in top-rank hot runs,22,73,sliding_attention,15779,55,0,0.0408935546875,6,ordinary,2061,False
L01.E009,keep,observed enough usage to keep for now,1,9,sliding_attention,15798,55,0,0.01483154296875,27,ordinary,9882,False
L14.E100,protect,personal-agent analysis marks this expert protected,14,100,sliding_attention,15850,55,0,0.0455322265625,6,always_hot_protect,10300,False
L25.E044,protect,expert appears in top-rank hot runs,25,44,sliding_attention,15886,55,0,0.03704833984375,5,ordinary,7453,False
L08.E067,protect,personal-agent analysis marks this expert protected,8,67,sliding_attention,15896,55,0,0.019287109375,12,always_hot_protect,13165,False
L07.E101,protect,personal-agent analysis marks this expert protected,7,101,sliding_attention,15916,55,0,0.0145263671875,21,always_hot_protect,11634,False
L21.E122,keep,observed enough usage to keep for now,21,122,sliding_attention,15921,55,0,0.02581787109375,9,ordinary,4963,False
L24.E124,protect,expert appears in top-rank hot runs,24,124,sliding_attention,15926,55,0,0.0399169921875,4,ordinary,5784,False
L04.E076,keep,observed enough usage to keep for now,4,76,sliding_attention,15928,55,0,0.03192138671875,9,ordinary,4013,False
L09.E080,protect,personal-agent analysis marks this expert protected,9,80,sliding_attention,15933,55,0,0.0164794921875,18,always_hot_protect,12586,False
L00.E107,protect,personal-agent analysis marks this expert protected,0,107,sliding_attention,15934,55,0,0.01739501953125,19,always_hot_protect,10854,False
L01.E053,keep,observed enough usage to keep for now,1,53,sliding_attention,15945,55,0,0.015960693359375,19,ordinary,9106,False
L09.E030,protect,personal-agent analysis marks this expert protected,9,30,sliding_attention,15971,55,0,0.01495361328125,22,always_hot_protect,11839,False
L21.E014,protect,personal-agent analysis marks this expert protected,21,14,sliding_attention,15990,55,0,0.02081298828125,14,always_hot_protect,11283,False
L12.E031,protect,personal-agent analysis marks this expert protected,12,31,sliding_attention,16011,49,6,0.04290771484375,3,always_hot_protect,11611,False
L16.E001,protect,personal-agent analysis marks this expert protected,16,1,sliding_attention,16034,55,0,0.019073486328125,15,always_hot_protect,14303,False
L20.E058,keep,observed enough usage to keep for now,20,58,sliding_attention,16083,55,0,0.0225830078125,11,ordinary,9976,False
L25.E075,protect,expert appears in top-rank hot runs,25,75,sliding_attention,16127,55,0,0.03509521484375,6,ordinary,7639,False
L16.E039,protect,expert appears in top-rank hot runs,16,39,sliding_attention,16148,55,0,0.0477294921875,2,ordinary,1053,False
L21.E036,protect,personal-agent analysis marks this expert protected,21,36,sliding_attention,16164,55,0,0.019256591796875,15,always_hot_protect,10673,False
L26.E044,keep,observed enough usage to keep for now,26,44,sliding_attention,16224,55,0,0.03045654296875,9,ordinary,6757,False
L16.E030,protect,personal-agent analysis marks this expert protected,16,30,sliding_attention,16240,55,0,0.0240478515625,12,always_hot_protect,11255,False
L19.E025,keep,observed enough usage to keep for now,19,25,sliding_attention,16241,55,0,0.02618408203125,12,ordinary,8573,False
L15.E124,protect,personal-agent analysis marks this expert protected,15,124,sliding_attention,16247,55,0,0.01751708984375,17,always_hot_protect,13338,False
L14.E006,protect,personal-agent analysis marks this expert protected,14,6,sliding_attention,16315,55,0,0.01641845703125,20,always_hot_protect,12493,False
L02.E009,protect,expert appears in top-rank hot runs,2,9,sliding_attention,16317,55,0,0.0472412109375,5,ordinary,4333,False
L15.E127,keep,observed enough usage to keep for now,15,127,sliding_attention,16329,55,0,0.01708984375,19,ordinary,9684,False
L28.E086,protect,personal-agent analysis marks this expert protected,28,86,sliding_attention,16331,55,0,0.020355224609375,15,always_hot_protect,14473,False
L23.E053,protect,personal-agent analysis marks this expert protected,23,53,full_attention,16351,55,0,0.020904541015625,15,always_hot_protect,14234,False
L21.E108,protect,personal-agent analysis marks this expert protected,21,108,sliding_attention,16399,55,0,0.0186767578125,15,always_hot_protect,13999,False
L23.E119,protect,personal-agent analysis marks this expert protected,23,119,full_attention,16400,55,0,0.05633544921875,1,always_hot_protect,11986,False
L27.E073,protect,expert appears in top-rank hot runs,27,73,sliding_attention,16401,55,0,0.04083251953125,2,ordinary,5832,False
L08.E086,protect,personal-agent analysis marks this expert protected,8,86,sliding_attention,16403,55,0,0.01531982421875,21,always_hot_protect,10914,False
L08.E126,protect,personal-agent analysis marks this expert protected,8,126,sliding_attention,16404,55,0,0.016448974609375,15,always_hot_protect,12810,False
L01.E102,protect,personal-agent analysis marks this expert protected,1,102,sliding_attention,16412,55,0,0.015533447265625,20,always_hot_protect,12562,False
L28.E050,protect,expert appears in top-rank hot runs,28,50,sliding_attention,16421,55,0,0.0379638671875,3,ordinary,617,False
L18.E057,protect,expert appears in top-rank hot runs,18,57,sliding_attention,16456,55,0,0.03912353515625,2,ordinary,8912,False
L27.E109,protect,expert appears in top-rank hot runs,27,109,sliding_attention,16460,55,0,0.0423583984375,2,ordinary,1034,False
L21.E078,protect,personal-agent analysis marks this expert protected,21,78,sliding_attention,16462,55,0,0.0345458984375,4,always_hot_protect,11105,False
L20.E066,keep,observed enough usage to keep for now,20,66,sliding_attention,16488,55,0,0.0250244140625,10,ordinary,5997,False
L22.E110,keep,observed enough usage to keep for now,22,110,sliding_attention,16490,55,0,0.02093505859375,15,ordinary,9175,False
L27.E060,protect,expert appears in top-rank hot runs,27,60,sliding_attention,16498,55,0,0.028839111328125,7,ordinary,9816,False
L04.E035,keep,observed enough usage to keep for now,4,35,sliding_attention,16569,55,0,0.01727294921875,16,ordinary,10116,False
L15.E005,protect,personal-agent analysis marks this expert protected,15,5,sliding_attention,16616,55,0,0.01629638671875,18,always_hot_protect,13396,False
L09.E117,protect,personal-agent analysis marks this expert protected,9,117,sliding_attention,16638,55,0,0.01727294921875,17,always_hot_protect,11493,False
L04.E125,protect,expert appears in top-rank hot runs,4,125,sliding_attention,16645,55,0,0.05517578125,2,ordinary,2087,False
L11.E020,protect,personal-agent analysis marks this expert protected,11,20,full_attention,16677,55,0,0.015533447265625,18,always_hot_protect,12587,False
L17.E125,protect,expert appears in top-rank hot runs,17,125,full_attention,16694,55,0,0.03729248046875,7,ordinary,2261,False
L03.E049,protect,expert appears in top-rank hot runs,3,49,sliding_attention,16698,55,0,0.03704833984375,5,ordinary,8659,False
L05.E034,protect,expert appears in top-rank hot runs,5,34,full_attention,16702,55,0,0.0670166015625,2,ordinary,7351,False
L12.E039,keep,observed enough usage to keep for now,12,39,sliding_attention,16751,55,0,0.017974853515625,20,ordinary,9979,False
L11.E039,protect,expert appears in top-rank hot runs,11,39,full_attention,16778,55,0,0.0693359375,2,ordinary,9812,False
L17.E088,protect,expert appears in top-rank hot runs,17,88,full_attention,16782,55,0,0.0379638671875,7,ordinary,6605,False
L29.E013,protect,personal-agent analysis marks this expert protected,29,13,full_attention,16783,55,0,0.0172119140625,12,always_hot_protect,10963,False
L18.E006,keep,observed enough usage to keep for now,18,6,sliding_attention,16807,55,0,0.0274658203125,10,ordinary,7769,False
L19.E007,protect,expert appears in top-rank hot runs,19,7,sliding_attention,16886,55,0,0.03179931640625,8,ordinary,4935,False
L03.E051,keep,observed enough usage to keep for now,3,51,sliding_attention,16892,55,0,0.02178955078125,13,ordinary,7927,False
L04.E051,protect,expert appears in top-rank hot runs,4,51,sliding_attention,16897,52,3,0.052490234375,4,ordinary,7999,False
L17.E118,keep,observed enough usage to keep for now,17,118,full_attention,16932,55,0,0.02508544921875,10,ordinary,6084,False
L09.E072,protect,expert appears in top-rank hot runs,9,72,sliding_attention,16939,55,0,0.02532958984375,7,ordinary,8435,False
L02.E116,protect,personal-agent analysis marks this expert protected,2,116,sliding_attention,17029,55,0,0.016082763671875,15,always_hot_protect,13130,False
L24.E079,protect,personal-agent analysis marks this expert protected,24,79,sliding_attention,17072,55,0,0.048095703125,3,always_hot_protect,12683,False
L02.E085,keep,observed enough usage to keep for now,2,85,sliding_attention,17074,55,0,0.01885986328125,13,ordinary,9112,False
L15.E034,protect,personal-agent analysis marks this expert protected,15,34,sliding_attention,17090,55,0,0.01495361328125,22,always_hot_protect,11534,False
L03.E071,keep,observed enough usage to keep for now,3,71,sliding_attention,17109,55,0,0.02301025390625,12,ordinary,8314,False
L18.E056,protect,personal-agent analysis marks this expert protected,18,56,sliding_attention,17112,55,0,0.01953125,15,always_hot_protect,10567,False
L09.E106,keep,observed enough usage to keep for now,9,106,sliding_attention,17119,55,0,0.02447509765625,9,ordinary,7122,False
L18.E074,protect,expert appears in top-rank hot runs,18,74,sliding_attention,17135,55,0,0.03253173828125,7,ordinary,8754,False
L02.E100,protect,personal-agent analysis marks this expert protected,2,100,sliding_attention,17157,55,0,0.01727294921875,15,always_hot_protect,10982,False
L09.E123,protect,personal-agent analysis marks this expert protected,9,123,sliding_attention,17157,55,0,0.01971435546875,18,always_hot_protect,12112,False
L24.E038,protect,personal-agent analysis marks this expert protected,24,38,sliding_attention,17233,55,0,0.02056884765625,12,always_hot_protect,13513,False
L26.E125,protect,expert appears in top-rank hot runs,26,125,sliding_attention,17253,55,0,0.03778076171875,3,ordinary,7527,False
L14.E083,protect,personal-agent analysis marks this expert protected,14,83,sliding_attention,17311,55,0,0.04315185546875,7,always_hot_protect,10605,False
L15.E029,protect,personal-agent analysis marks this expert protected,15,29,sliding_attention,17330,55,0,0.04876708984375,3,always_hot_protect,12915,False
L28.E057,protect,personal-agent analysis marks this expert protected,28,57,sliding_attention,17337,55,0,0.0172119140625,17,always_hot_protect,14091,False
L18.E086,keep,observed enough usage to keep for now,18,86,sliding_attention,17345,55,0,0.02178955078125,13,ordinary,9698,False
L22.E035,protect,expert appears in top-rank hot runs,22,35,sliding_attention,17359,55,0,0.03253173828125,7,ordinary,4014,False
L22.E085,protect,expert appears in top-rank hot runs,22,85,sliding_attention,17369,55,0,0.03155517578125,8,ordinary,5091,False
L15.E089,protect,personal-agent analysis marks this expert protected,15,89,sliding_attention,17371,55,0,0.02239990234375,13,always_hot_protect,12314,False
L24.E067,protect,personal-agent analysis marks this expert protected,24,67,sliding_attention,17405,55,0,0.0169677734375,17,always_hot_protect,13771,False
L06.E110,keep,observed enough usage to keep for now,6,110,sliding_attention,17438,55,0,0.01837158203125,14,ordinary,8980,False
L10.E094,protect,personal-agent analysis marks this expert protected,10,94,sliding_attention,17448,55,0,0.0491943359375,3,always_hot_protect,13009,False
L21.E047,protect,expert appears in top-rank hot runs,21,47,sliding_attention,17457,55,0,0.0390625,3,ordinary,3738,False
L25.E122,protect,expert appears in top-rank hot runs,25,122,sliding_attention,17465,55,0,0.0665283203125,1,ordinary,9674,False
L01.E086,protect,personal-agent analysis marks this expert protected,1,86,sliding_attention,17466,55,0,0.01776123046875,19,always_hot_protect,12034,False
L29.E084,protect,expert appears in top-rank hot runs,29,84,full_attention,17546,55,0,0.020751953125,8,ordinary,9618,False
L07.E086,protect,personal-agent analysis marks this expert protected,7,86,sliding_attention,17556,55,0,0.0164794921875,19,always_hot_protect,13197,False
L18.E004,protect,expert appears in top-rank hot runs,18,4,sliding_attention,17567,55,0,0.03765869140625,4,ordinary,3985,False
L02.E081,protect,personal-agent analysis marks this expert protected,2,81,sliding_attention,17573,55,0,0.0152587890625,18,always_hot_protect,11289,False
L11.E006,keep,observed enough usage to keep for now,11,6,full_attention,17636,55,0,0.0274658203125,10,ordinary,8324,False
L12.E017,protect,personal-agent analysis marks this expert protected,12,17,sliding_attention,17659,55,0,0.018280029296875,15,always_hot_protect,14710,False
L09.E020,keep,observed enough usage to keep for now,9,20,sliding_attention,17752,55,0,0.03009033203125,10,ordinary,9509,False
L17.E048,protect,personal-agent analysis marks this expert protected,17,48,full_attention,17778,55,0,0.01708984375,18,always_hot_protect,13725,False
L06.E009,protect,expert appears in top-rank hot runs,6,9,sliding_attention,17829,55,0,0.0357666015625,7,ordinary,7360,False
L29.E003,protect,expert appears in top-rank hot runs,29,3,full_attention,17833,55,0,0.03509521484375,4,ordinary,6894,False
L20.E012,protect,personal-agent analysis marks this expert protected,20,12,sliding_attention,17842,55,0,0.015869140625,20,always_hot_protect,13042,False
L09.E017,protect,personal-agent analysis marks this expert protected,9,17,sliding_attention,17846,55,0,0.02423095703125,12,always_hot_protect,13517,False
L24.E098,protect,personal-agent analysis marks this expert protected,24,98,sliding_attention,17860,55,0,0.0185546875,15,always_hot_protect,11094,False
L15.E113,protect,personal-agent analysis marks this expert protected,15,113,sliding_attention,17881,55,0,0.018096923828125,15,always_hot_protect,13418,False
L23.E104,protect,personal-agent analysis marks this expert protected,23,104,full_attention,17910,55,0,0.0382080078125,6,always_hot_protect,12092,False
L17.E033,protect,expert appears in top-rank hot runs,17,33,full_attention,17969,55,0,0.04376220703125,5,ordinary,3809,False
L05.E092,protect,expert appears in top-rank hot runs,5,92,full_attention,17989,55,0,0.02294921875,8,ordinary,9922,False
L01.E104,keep,observed enough usage to keep for now,1,104,sliding_attention,17993,55,0,0.0205078125,11,ordinary,9615,False
L18.E008,protect,expert appears in top-rank hot runs,18,8,sliding_attention,17997,55,0,0.029541015625,5,ordinary,5119,False
L10.E035,protect,personal-agent analysis marks this expert protected,10,35,sliding_attention,18078,52,3,0.02166748046875,13,always_hot_protect,14815,False
L19.E001,protect,personal-agent analysis marks this expert protected,19,1,sliding_attention,18145,55,0,0.019500732421875,14,always_hot_protect,15502,False
L14.E032,protect,personal-agent analysis marks this expert protected,14,32,sliding_attention,18183,55,0,0.02020263671875,17,always_hot_protect,15054,False
L19.E064,protect,expert appears in top-rank hot runs,19,64,sliding_attention,18238,55,0,0.03192138671875,7,ordinary,5728,False
L29.E077,protect,personal-agent analysis marks this expert protected,29,77,full_attention,18295,55,0,0.01983642578125,13,always_hot_protect,15599,False
L18.E123,protect,expert appears in top-rank hot runs,18,123,sliding_attention,18297,55,0,0.03924560546875,2,ordinary,4488,False
L18.E041,protect,personal-agent analysis marks this expert protected,18,41,sliding_attention,18314,55,0,0.023956298828125,13,always_hot_protect,16355,False
L14.E079,protect,personal-agent analysis marks this expert protected,14,79,sliding_attention,18316,54,1,0.02337646484375,13,always_hot_protect,14779,False
L03.E120,protect,expert appears in top-rank hot runs,3,120,sliding_attention,18385,55,0,0.047607421875,5,ordinary,8330,False
L23.E005,protect,expert appears in top-rank hot runs,23,5,full_attention,18386,55,0,0.04010009765625,5,ordinary,8051,False
L29.E070,protect,expert appears in top-rank hot runs,29,70,full_attention,18415,55,0,0.03363037109375,5,ordinary,7430,False
L08.E064,keep,observed enough usage to keep for now,8,64,sliding_attention,18417,55,0,0.026611328125,9,ordinary,8727,False
L14.E074,protect,personal-agent analysis marks this expert protected,14,74,sliding_attention,18424,55,0,0.017852783203125,17,always_hot_protect,13675,False
L15.E119,protect,personal-agent analysis marks this expert protected,15,119,sliding_attention,18427,55,0,0.01763916015625,15,always_hot_protect,14067,False
L16.E125,protect,personal-agent analysis marks this expert protected,16,125,sliding_attention,18476,55,0,0.025726318359375,10,always_hot_protect,12257,False
L00.E000,protect,personal-agent analysis marks this expert protected,0,0,sliding_attention,18520,55,0,0.02105712890625,14,always_hot_protect,13126,False
L05.E100,keep,observed enough usage to keep for now,5,100,full_attention,18522,55,0,0.02130126953125,10,ordinary,9340,False
